user_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,clv_hist_items,clv_value,rfm_cluster,dept_cluster
113157,112.0,1,17,4,1,3,413,Recent Customers,17,51.0,2,0
113158,110.0,1,29,5,1,4,514,Recent Customers,29,87.0,2,2
113159,136.0,2,25,1,3,4,134,Others,25,75.0,1,1
113162,131.0,2,27,2,3,4,234,Others,27,81.0,1,0
113163,123.0,4,17,3,5,3,353,Loyal Customers,17,51.0,0,0
113164,74.0,4,50,5,5,5,555,Champions,50,150.0,0,1
113166,119.0,3,39,4,4,5,445,Champions,39,117.0,0,2
113167,129.0,3,41,2,4,5,245,At Risk,41,123.0,0,1
113169,137.0,1,6,1,1,1,111,Hibernating,6,18.0,1,1
113170,135.0,1,7,1,1,2,112,Hibernating,7,21.0,1,1
113171,107.0,3,32,5,4,5,545,Champions,32,96.0,0,0
113172,103.0,3,13,5,4,3,543,Loyal Customers,13,39.0,2,4
113174,123.0,2,15,3,3,3,333,Loyal Customers,15,45.0,1,2
113175,117.0,3,29,4,4,4,444,Champions,29,87.0,0,3
113176,122.0,2,30,3,3,5,335,Loyal Customers,30,90.0,1,0
113179,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,0
113180,90.0,2,28,5,3,4,534,Loyal Customers,28,84.0,2,0
113181,129.0,2,14,2,3,3,233,Others,14,42.0,1,0
113186,116.0,2,25,4,3,4,434,Loyal Customers,25,75.0,2,4
113189,89.0,2,12,5,3,3,533,Loyal Customers,12,36.0,2,1
113193,90.0,2,41,5,3,5,535,Loyal Customers,41,123.0,0,2
113207,106.0,2,7,5,3,2,532,Others,7,21.0,2,0
113208,112.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,0
113209,128.0,1,19,2,1,4,214,Others,19,57.0,1,0
113211,119.0,1,14,4,1,3,413,Recent Customers,14,42.0,2,0
113214,128.0,3,21,2,4,4,244,At Risk,21,63.0,1,1
113215,96.0,2,24,5,3,4,534,Loyal Customers,24,72.0,2,2
113216,116.0,2,9,4,3,2,432,Others,9,27.0,2,2
113217,134.0,1,6,2,1,1,211,Hibernating,6,18.0,1,0
113220,118.0,1,43,4,1,5,415,Recent Customers,43,129.0,2,2
113221,139.0,1,2,1,1,1,111,Hibernating,2,6.0,1,4
113222,110.0,2,27,5,3,4,534,Loyal Customers,27,81.0,2,2
113226,99.0,3,15,5,4,3,543,Loyal Customers,15,45.0,2,1
113228,115.0,3,5,4,4,1,441,Others,5,15.0,2,0
113229,136.0,1,7,1,1,2,112,Hibernating,7,21.0,1,2
113230,116.0,4,35,4,5,5,455,Champions,35,105.0,0,2
113231,140.0,1,12,1,1,3,113,Others,12,36.0,1,1
113233,131.0,2,17,2,3,3,233,Others,17,51.0,1,2
113235,133.0,1,19,2,1,4,214,Others,19,57.0,1,3
113236,120.0,5,78,3,5,5,355,Loyal Customers,78,234.0,3,2
113237,133.0,1,5,2,1,1,211,Hibernating,5,15.0,1,0
113241,92.0,4,65,5,5,5,555,Champions,65,195.0,3,0
113243,108.0,6,75,5,5,5,555,Champions,75,225.0,3,3
113244,112.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,4
113246,125.0,2,25,3,3,4,334,Loyal Customers,25,75.0,1,3
113247,113.0,2,47,4,3,5,435,Loyal Customers,47,141.0,0,2
113249,135.0,1,16,1,1,3,113,Others,16,48.0,1,1
113250,140.0,1,18,1,1,4,114,Others,18,54.0,1,1
113251,96.0,3,66,5,4,5,545,Champions,66,198.0,0,2
113254,110.0,1,13,5,1,3,513,Recent Customers,13,39.0,2,2
113255,107.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,1
113257,112.0,1,10,4,1,2,412,Recent Customers,10,30.0,2,2
113260,132.0,1,5,2,1,1,211,Hibernating,5,15.0,1,4
113261,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,2
113264,100.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,2
113269,112.0,2,11,4,3,3,433,Loyal Customers,11,33.0,2,1
113270,75.0,5,37,5,5,5,555,Champions,37,111.0,0,0
113271,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,0
113273,113.0,1,26,4,1,4,414,Recent Customers,26,78.0,2,0
113274,70.0,4,29,5,5,4,554,Champions,29,87.0,0,3
113276,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,2
113277,135.0,2,13,1,3,3,133,Others,13,39.0,1,0
113278,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,1
113279,134.0,1,16,2,1,3,213,Others,16,48.0,1,0
113280,121.0,1,7,3,1,2,312,Hibernating,7,21.0,1,0
113283,110.0,2,6,5,3,1,531,Others,6,18.0,2,4
113284,133.0,2,9,2,3,2,232,Others,9,27.0,1,2
113285,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,2
113288,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,0
113290,125.0,2,20,3,3,4,334,Loyal Customers,20,60.0,1,1
113293,119.0,1,11,4,1,3,413,Recent Customers,11,33.0,2,1
113295,65.0,4,29,5,5,4,554,Champions,29,87.0,0,1
113299,109.0,4,53,5,5,5,555,Champions,53,159.0,0,0
113300,134.0,1,5,2,1,1,211,Hibernating,5,15.0,1,3
113302,107.0,3,73,5,4,5,545,Champions,73,219.0,0,2
113303,127.0,1,12,3,1,3,313,Others,12,36.0,1,0
113304,133.0,1,9,2,1,2,212,Hibernating,9,27.0,1,3
113305,123.0,2,21,3,3,4,334,Loyal Customers,21,63.0,1,3
113307,99.0,5,58,5,5,5,555,Champions,58,174.0,3,1
113308,128.0,1,11,2,1,3,213,Others,11,33.0,1,0
113310,110.0,1,22,5,1,4,514,Recent Customers,22,66.0,2,0
113312,87.0,2,35,5,3,5,535,Loyal Customers,35,105.0,0,2
113313,59.0,3,49,5,4,5,545,Champions,49,147.0,0,0
113317,118.0,2,16,4,3,3,433,Loyal Customers,16,48.0,2,3
113318,124.0,1,10,3,1,2,312,Hibernating,10,30.0,1,2
113319,121.0,1,5,3,1,1,311,Hibernating,5,15.0,1,1
113320,136.0,1,1,1,1,1,111,Hibernating,1,3.0,1,3
113322,80.0,2,38,5,3,5,535,Loyal Customers,38,114.0,0,2
113323,87.0,5,69,5,5,5,555,Champions,69,207.0,3,3
113324,123.0,1,7,3,1,2,312,Hibernating,7,21.0,1,3
113325,133.0,2,20,2,3,4,234,Others,20,60.0,1,2
113326,110.0,1,19,5,1,4,514,Recent Customers,19,57.0,2,1
113327,110.0,1,28,5,1,4,514,Recent Customers,28,84.0,2,0
113329,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,4
113332,136.0,1,2,1,1,1,111,Hibernating,2,6.0,1,3
113333,130.0,1,11,2,1,3,213,Others,11,33.0,1,2
113336,100.0,2,19,5,3,4,534,Loyal Customers,19,57.0,2,2
113337,110.0,1,20,5,1,4,514,Recent Customers,20,60.0,2,0
113338,93.0,4,17,5,5,3,553,Loyal Customers,17,51.0,0,3
113339,99.0,3,24,5,4,4,544,Champions,24,72.0,0,0
113340,131.0,1,26,2,1,4,214,Others,26,78.0,1,2
113341,125.0,2,16,3,3,3,333,Loyal Customers,16,48.0,1,2
113344,101.0,5,38,5,5,5,555,Champions,38,114.0,0,2
113348,118.0,1,12,4,1,3,413,Recent Customers,12,36.0,2,0
113350,98.0,3,38,5,4,5,545,Champions,38,114.0,0,2
113351,130.0,2,25,2,3,4,234,Others,25,75.0,1,2
113352,109.0,2,30,5,3,5,535,Loyal Customers,30,90.0,2,1
113353,90.0,3,15,5,4,3,543,Loyal Customers,15,45.0,2,3
113355,57.0,8,158,5,5,5,555,Champions,158,474.0,3,2
113356,116.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,0
113359,128.0,2,14,2,3,3,233,Others,14,42.0,1,1
113362,123.0,2,9,3,3,2,332,Others,9,27.0,1,2
113363,135.0,1,8,1,1,2,112,Hibernating,8,24.0,1,3
113365,129.0,1,8,2,1,2,212,Hibernating,8,24.0,1,0
113367,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,0
113368,136.0,1,14,1,1,3,113,Others,14,42.0,1,2
113372,137.0,1,2,1,1,1,111,Hibernating,2,6.0,1,0
113380,130.0,1,12,2,1,3,213,Others,12,36.0,1,2
113381,73.0,6,113,5,5,5,555,Champions,113,339.0,3,2
113382,110.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,2
113383,128.0,2,2,2,3,1,231,Others,2,6.0,1,0
113384,134.0,3,17,2,4,3,243,At Risk,17,51.0,1,0
113386,117.0,4,70,4,5,5,455,Champions,70,210.0,0,0
113387,139.0,1,2,1,1,1,111,Hibernating,2,6.0,1,1
113388,134.0,1,34,2,1,5,215,Others,34,102.0,1,1
113389,129.0,1,10,2,1,2,212,Hibernating,10,30.0,1,1
113390,75.0,4,56,5,5,5,555,Champions,56,168.0,3,0
113391,124.0,1,4,3,1,1,311,Hibernating,4,12.0,1,4
113392,132.0,1,5,2,1,1,211,Hibernating,5,15.0,1,3
113395,122.0,2,22,3,3,4,334,Loyal Customers,22,66.0,1,0
113397,126.0,2,4,3,3,1,331,Others,4,12.0,1,0
113398,125.0,3,20,3,4,4,344,Loyal Customers,20,60.0,0,3
113401,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,0
113403,111.0,2,23,4,3,4,434,Loyal Customers,23,69.0,2,0
113410,94.0,4,12,5,5,3,553,Loyal Customers,12,36.0,0,2
113412,125.0,1,9,3,1,2,312,Hibernating,9,27.0,1,0
113413,140.0,1,12,1,1,3,113,Others,12,36.0,1,1
113417,136.0,1,6,1,1,1,111,Hibernating,6,18.0,1,2
113418,93.0,5,34,5,5,5,555,Champions,34,102.0,0,2
113419,125.0,1,7,3,1,2,312,Hibernating,7,21.0,1,2
113420,115.0,2,23,4,3,4,434,Loyal Customers,23,69.0,2,2
113424,132.0,1,7,2,1,2,212,Hibernating,7,21.0,1,3
113426,122.0,1,23,3,1,4,314,Others,23,69.0,1,3
113429,133.0,2,21,2,3,4,234,Others,21,63.0,1,0
113430,111.0,1,1,4,1,1,411,Recent Customers,1,3.0,2,0
113431,134.0,2,17,2,3,3,233,Others,17,51.0,1,1
113432,132.0,3,21,2,4,4,244,At Risk,21,63.0,1,2
113433,113.0,5,31,4,5,5,455,Champions,31,93.0,0,2
113440,128.0,1,6,2,1,1,211,Hibernating,6,18.0,1,0
113441,138.0,1,9,1,1,2,112,Hibernating,9,27.0,1,1
113442,125.0,1,10,3,1,2,312,Hibernating,10,30.0,1,0
113443,107.0,2,30,5,3,5,535,Loyal Customers,30,90.0,2,2
113444,110.0,4,58,5,5,5,555,Champions,58,174.0,0,0
113446,120.0,2,15,3,3,3,333,Loyal Customers,15,45.0,2,0
113449,120.0,4,35,3,5,5,355,Loyal Customers,35,105.0,0,2
113450,126.0,1,1,3,1,1,311,Hibernating,1,3.0,1,0
113451,114.0,6,53,4,5,5,455,Champions,53,159.0,3,1
113458,125.0,2,12,3,3,3,333,Loyal Customers,12,36.0,1,2
113459,110.0,1,24,5,1,4,514,Recent Customers,24,72.0,2,2
113460,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,0
113469,140.0,1,10,1,1,2,112,Hibernating,10,30.0,1,2
113473,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,0
113475,125.0,1,3,3,1,1,311,Hibernating,3,9.0,1,0
113478,130.0,2,28,2,3,4,234,Others,28,84.0,1,2
113489,131.0,2,33,2,3,5,235,Others,33,99.0,1,2
113490,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,2
113492,110.0,1,18,5,1,4,514,Recent Customers,18,54.0,2,3
113494,102.0,4,55,5,5,5,555,Champions,55,165.0,0,2
113495,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,1
113496,116.0,2,11,4,3,3,433,Loyal Customers,11,33.0,2,3
113500,136.0,1,8,1,1,2,112,Hibernating,8,24.0,1,1
113501,140.0,2,9,1,3,2,132,Others,9,27.0,1,2
113504,65.0,5,69,5,5,5,555,Champions,69,207.0,3,2
113507,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,2
113513,109.0,4,37,5,5,5,555,Champions,37,111.0,0,4
113517,134.0,2,11,2,3,3,233,Others,11,33.0,1,0
113521,116.0,3,17,4,4,3,443,Loyal Customers,17,51.0,0,3
113523,125.0,2,10,3,3,2,332,Others,10,30.0,1,0
113526,137.0,1,15,1,1,3,113,Others,15,45.0,1,3
113527,111.0,3,10,4,4,2,442,Others,10,30.0,2,4
113528,133.0,1,12,2,1,3,213,Others,12,36.0,1,0
113529,127.0,1,15,3,1,3,313,Others,15,45.0,1,2
113530,114.0,1,6,4,1,1,411,Recent Customers,6,18.0,2,3
113532,107.0,2,23,5,3,4,534,Loyal Customers,23,69.0,2,2
113533,111.0,1,12,4,1,3,413,Recent Customers,12,36.0,2,2
113535,126.0,1,2,3,1,1,311,Hibernating,2,6.0,1,4
113537,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,1
113540,134.0,1,11,2,1,3,213,Others,11,33.0,1,3
113542,140.0,1,18,1,1,4,114,Others,18,54.0,1,1
113543,111.0,3,42,4,4,5,445,Champions,42,126.0,0,2
113544,133.0,1,21,2,1,4,214,Others,21,63.0,1,2
113547,134.0,1,9,2,1,2,212,Hibernating,9,27.0,1,1
113549,114.0,2,23,4,3,4,434,Loyal Customers,23,69.0,2,0
113550,138.0,1,4,1,1,1,111,Hibernating,4,12.0,1,0
113552,125.0,3,37,3,4,5,345,Loyal Customers,37,111.0,0,2
113554,140.0,1,13,1,1,3,113,Others,13,39.0,1,2
113555,121.0,2,8,3,3,2,332,Others,8,24.0,2,3
113556,111.0,2,11,4,3,3,433,Loyal Customers,11,33.0,2,2
113559,136.0,1,2,1,1,1,111,Hibernating,2,6.0,1,3
113560,129.0,1,4,2,1,1,211,Hibernating,4,12.0,1,0
113563,115.0,2,34,4,3,5,435,Loyal Customers,34,102.0,0,0
113564,125.0,2,28,3,3,4,334,Loyal Customers,28,84.0,1,2
113565,127.0,2,38,3,3,5,335,Loyal Customers,38,114.0,1,0
113567,113.0,1,15,4,1,3,413,Recent Customers,15,45.0,2,0
113568,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,2
113570,99.0,4,29,5,5,4,554,Champions,29,87.0,0,4
113571,126.0,2,13,3,3,3,333,Loyal Customers,13,39.0,1,0
113576,134.0,1,3,2,1,1,211,Hibernating,3,9.0,1,1
113579,131.0,1,2,2,1,1,211,Hibernating,2,6.0,1,1
113581,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,2
113582,131.0,1,18,2,1,4,214,Others,18,54.0,1,0
113585,135.0,1,10,1,1,2,112,Hibernating,10,30.0,1,0
113586,132.0,1,10,2,1,2,212,Hibernating,10,30.0,1,2
113588,130.0,3,41,2,4,5,245,At Risk,41,123.0,0,1
113591,103.0,2,16,5,3,3,533,Loyal Customers,16,48.0,2,4
113592,92.0,8,98,5,5,5,555,Champions,98,294.0,3,3
113593,123.0,1,9,3,1,2,312,Hibernating,9,27.0,1,0
113594,113.0,6,23,4,5,4,454,Champions,23,69.0,0,2
113598,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,0
113599,132.0,1,14,2,1,3,213,Others,14,42.0,1,2
113602,120.0,1,15,3,1,3,313,Others,15,45.0,2,0
113603,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,1
113605,106.0,3,18,5,4,4,544,Champions,18,54.0,0,4
113606,119.0,2,22,4,3,4,434,Loyal Customers,22,66.0,2,2
113607,97.0,2,26,5,3,4,534,Loyal Customers,26,78.0,2,2
113609,124.0,2,16,3,3,3,333,Loyal Customers,16,48.0,1,1
113612,119.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,3
113613,135.0,1,3,1,1,1,111,Hibernating,3,9.0,1,4
113616,127.0,4,35,3,5,5,355,Loyal Customers,35,105.0,0,2
113618,133.0,1,10,2,1,2,212,Hibernating,10,30.0,1,1
113620,106.0,5,108,5,5,5,555,Champions,108,324.0,3,2
113621,108.0,3,7,5,4,2,542,Others,7,21.0,2,1
113623,85.0,2,19,5,3,4,534,Loyal Customers,19,57.0,2,4
113625,140.0,1,21,1,1,4,114,Others,21,63.0,1,0
113626,113.0,4,50,4,5,5,455,Champions,50,150.0,0,0
113628,135.0,1,5,1,1,1,111,Hibernating,5,15.0,1,0
113634,127.0,4,33,3,5,5,355,Loyal Customers,33,99.0,0,1
113635,133.0,1,13,2,1,3,213,Others,13,39.0,1,0
113637,140.0,1,6,1,1,1,111,Hibernating,6,18.0,1,3
113638,128.0,3,6,2,4,1,241,At Risk,6,18.0,1,0
113644,124.0,1,5,3,1,1,311,Hibernating,5,15.0,1,4
113646,129.0,1,19,2,1,4,214,Others,19,57.0,1,2
113647,137.0,1,12,1,1,3,113,Others,12,36.0,1,2
113648,120.0,2,39,3,3,5,335,Loyal Customers,39,117.0,0,2
113650,132.0,1,6,2,1,1,211,Hibernating,6,18.0,1,2
113653,114.0,6,61,4,5,5,455,Champions,61,183.0,3,2
113654,111.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,0
113656,126.0,4,29,3,5,4,354,Loyal Customers,29,87.0,0,2
113658,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,4
113660,107.0,7,71,5,5,5,555,Champions,71,213.0,3,2
113663,134.0,1,15,2,1,3,213,Others,15,45.0,1,2
113664,123.0,4,55,3,5,5,355,Loyal Customers,55,165.0,0,0
113665,124.0,1,8,3,1,2,312,Hibernating,8,24.0,1,2
113666,66.0,5,64,5,5,5,555,Champions,64,192.0,3,0
113667,140.0,1,6,1,1,1,111,Hibernating,6,18.0,1,0
113668,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,0
113669,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,1
113671,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,1
113672,133.0,1,3,2,1,1,211,Hibernating,3,9.0,1,1
113673,111.0,1,6,4,1,1,411,Recent Customers,6,18.0,2,2
113675,130.0,1,1,2,1,1,211,Hibernating,1,3.0,1,3
113676,112.0,1,1,4,1,1,411,Recent Customers,1,3.0,2,3
113677,135.0,1,10,1,1,2,112,Hibernating,10,30.0,1,0
113678,123.0,1,5,3,1,1,311,Hibernating,5,15.0,1,2
113679,117.0,4,26,4,5,4,454,Champions,26,78.0,0,2
113681,135.0,1,28,1,1,4,114,Others,28,84.0,1,2
113682,105.0,3,52,5,4,5,545,Champions,52,156.0,0,2
113683,128.0,1,5,2,1,1,211,Hibernating,5,15.0,1,1
113685,119.0,3,12,4,4,3,443,Loyal Customers,12,36.0,2,2
113688,136.0,2,6,1,3,1,131,Others,6,18.0,1,3
113689,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,0
113690,103.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,2
113691,121.0,2,7,3,3,2,332,Others,7,21.0,2,3
113693,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,2
113696,113.0,3,47,4,4,5,445,Champions,47,141.0,0,0
113697,89.0,7,113,5,5,5,555,Champions,113,339.0,3,1
113701,110.0,1,13,5,1,3,513,Recent Customers,13,39.0,2,2
113703,115.0,2,18,4,3,4,434,Loyal Customers,18,54.0,2,1
113704,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
113705,113.0,1,16,4,1,3,413,Recent Customers,16,48.0,2,2
113707,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,2
113711,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,3
113716,117.0,2,12,4,3,3,433,Loyal Customers,12,36.0,2,3
113722,140.0,1,12,1,1,3,113,Others,12,36.0,1,1
113723,87.0,2,18,5,3,4,534,Loyal Customers,18,54.0,2,2
113725,134.0,1,8,2,1,2,212,Hibernating,8,24.0,1,1
113726,105.0,3,33,5,4,5,545,Champions,33,99.0,0,1
113727,110.0,1,2,5,1,1,511,Recent Customers,2,6.0,2,3
113729,120.0,1,10,3,1,2,312,Hibernating,10,30.0,2,2
113731,112.0,4,45,4,5,5,455,Champions,45,135.0,0,2
113732,137.0,2,6,1,3,1,131,Others,6,18.0,1,0
113733,134.0,1,20,2,1,4,214,Others,20,60.0,1,2
113735,110.0,1,9,5,1,2,512,Recent Customers,9,27.0,2,2
113736,83.0,4,33,5,5,5,555,Champions,33,99.0,0,2
113739,117.0,1,8,4,1,2,412,Recent Customers,8,24.0,2,2
113741,132.0,1,22,2,1,4,214,Others,22,66.0,1,0
113743,112.0,1,14,4,1,3,413,Recent Customers,14,42.0,2,3
113747,131.0,1,4,2,1,1,211,Hibernating,4,12.0,1,1
113748,128.0,1,11,2,1,3,213,Others,11,33.0,1,2
113749,86.0,4,40,5,5,5,555,Champions,40,120.0,0,2
113750,137.0,1,5,1,1,1,111,Hibernating,5,15.0,1,2
113752,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,4
113756,140.0,1,9,1,1,2,112,Hibernating,9,27.0,1,0
113759,111.0,4,55,4,5,5,455,Champions,55,165.0,0,2
113760,119.0,3,28,4,4,4,444,Champions,28,84.0,0,2
113761,121.0,3,6,3,4,1,341,Others,6,18.0,2,4
113762,108.0,5,28,5,5,4,554,Champions,28,84.0,0,3
113764,110.0,1,17,5,1,3,513,Recent Customers,17,51.0,2,2
113767,119.0,2,6,4,3,1,431,Others,6,18.0,2,0
113770,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,4
113771,112.0,1,20,4,1,4,414,Recent Customers,20,60.0,2,2
113772,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,3
113776,133.0,1,11,2,1,3,213,Others,11,33.0,1,1
113778,120.0,1,3,3,1,1,311,Hibernating,3,9.0,2,1
113780,112.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,0
113782,126.0,1,4,3,1,1,311,Hibernating,4,12.0,1,0
113783,125.0,1,1,3,1,1,311,Hibernating,1,3.0,1,3
113785,124.0,2,3,3,3,1,331,Others,3,9.0,1,0
113789,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,2
113790,127.0,2,4,3,3,1,331,Others,4,12.0,1,2
113791,132.0,2,7,2,3,2,232,Others,7,21.0,1,3
113792,93.0,2,16,5,3,3,533,Loyal Customers,16,48.0,2,2
113794,117.0,2,23,4,3,4,434,Loyal Customers,23,69.0,2,0
113796,118.0,2,49,4,3,5,435,Loyal Customers,49,147.0,0,2
113798,134.0,2,12,2,3,3,233,Others,12,36.0,1,4
113799,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,3
113801,132.0,1,16,2,1,3,213,Others,16,48.0,1,2
113802,133.0,2,10,2,3,2,232,Others,10,30.0,1,2
113807,140.0,1,12,1,1,3,113,Others,12,36.0,1,1
113809,104.0,4,69,5,5,5,555,Champions,69,207.0,3,2
113810,140.0,1,19,1,1,4,114,Others,19,57.0,1,2
113814,140.0,1,17,1,1,3,113,Others,17,51.0,1,2
113816,138.0,2,14,1,3,3,133,Others,14,42.0,1,1
113817,122.0,4,36,3,5,5,355,Loyal Customers,36,108.0,0,2
113818,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,4
113820,117.0,2,12,4,3,3,433,Loyal Customers,12,36.0,2,2
113824,128.0,2,16,2,3,3,233,Others,16,48.0,1,1
113825,113.0,3,30,4,4,5,445,Champions,30,90.0,0,0
113826,121.0,1,16,3,1,3,313,Others,16,48.0,1,2
113829,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,3
113830,136.0,1,19,1,1,4,114,Others,19,57.0,1,0
113831,119.0,2,23,4,3,4,434,Loyal Customers,23,69.0,2,2
113834,123.0,7,40,3,5,5,355,Loyal Customers,40,120.0,3,1
113836,134.0,2,15,2,3,3,233,Others,15,45.0,1,2
113837,137.0,1,5,1,1,1,111,Hibernating,5,15.0,1,4
113838,97.0,2,5,5,3,1,531,Others,5,15.0,2,1
113839,74.0,3,28,5,4,4,544,Champions,28,84.0,0,0
113843,133.0,1,10,2,1,2,212,Hibernating,10,30.0,1,0
113844,127.0,1,20,3,1,4,314,Others,20,60.0,1,0
113845,140.0,1,9,1,1,2,112,Hibernating,9,27.0,1,2
113847,137.0,1,4,1,1,1,111,Hibernating,4,12.0,1,1
113849,140.0,1,16,1,1,3,113,Others,16,48.0,1,3
113850,116.0,8,44,4,5,5,455,Champions,44,132.0,3,0
113851,130.0,2,6,2,3,1,231,Others,6,18.0,1,4
113854,117.0,7,65,4,5,5,455,Champions,65,195.0,3,2
113855,96.0,2,69,5,3,5,535,Loyal Customers,69,207.0,0,2
113857,139.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
113858,133.0,1,8,2,1,2,212,Hibernating,8,24.0,1,0
113859,128.0,1,26,2,1,4,214,Others,26,78.0,1,2
113860,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
113864,125.0,2,26,3,3,4,334,Loyal Customers,26,78.0,1,1
113868,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,0
113870,133.0,1,17,2,1,3,213,Others,17,51.0,1,0
113872,96.0,5,127,5,5,5,555,Champions,127,381.0,3,2
113875,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,3
113877,128.0,2,10,2,3,2,232,Others,10,30.0,1,1
113879,103.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,0
113880,126.0,1,4,3,1,1,311,Hibernating,4,12.0,1,1
113881,136.0,1,14,1,1,3,113,Others,14,42.0,1,1
113882,139.0,1,10,1,1,2,112,Hibernating,10,30.0,1,1
113884,127.0,3,33,3,4,5,345,Loyal Customers,33,99.0,0,2
113885,97.0,2,3,5,3,1,531,Others,3,9.0,2,0
113886,127.0,2,38,3,3,5,335,Loyal Customers,38,114.0,1,0
113891,124.0,1,19,3,1,4,314,Others,19,57.0,1,1
113892,115.0,2,10,4,3,2,432,Others,10,30.0,2,0
113894,111.0,1,9,4,1,2,412,Recent Customers,9,27.0,2,2
113896,130.0,2,10,2,3,2,232,Others,10,30.0,1,3
113897,123.0,1,3,3,1,1,311,Hibernating,3,9.0,1,2
113903,138.0,1,4,1,1,1,111,Hibernating,4,12.0,1,0
113904,127.0,1,7,3,1,2,312,Hibernating,7,21.0,1,1
113905,91.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,3
113906,124.0,2,6,3,3,1,331,Others,6,18.0,1,2
113908,140.0,1,8,1,1,2,112,Hibernating,8,24.0,1,2
113909,125.0,1,24,3,1,4,314,Others,24,72.0,1,2
113910,101.0,2,10,5,3,2,532,Others,10,30.0,2,2
113913,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,2
113914,135.0,1,9,1,1,2,112,Hibernating,9,27.0,1,3
113916,133.0,1,6,2,1,1,211,Hibernating,6,18.0,1,2
113918,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,0
113920,113.0,2,34,4,3,5,435,Loyal Customers,34,102.0,0,2
113925,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
113926,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,2
113928,134.0,1,8,2,1,2,212,Hibernating,8,24.0,1,0
113929,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
113934,129.0,2,20,2,3,4,234,Others,20,60.0,1,2
113935,117.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,0
113936,110.0,1,17,5,1,3,513,Recent Customers,17,51.0,2,3
113937,114.0,6,47,4,5,5,455,Champions,47,141.0,3,1
113938,133.0,1,13,2,1,3,213,Others,13,39.0,1,1
113940,97.0,4,75,5,5,5,555,Champions,75,225.0,3,2
113942,134.0,2,18,2,3,4,234,Others,18,54.0,1,2
113946,129.0,4,17,2,5,3,253,At Risk,17,51.0,0,0
113948,118.0,3,29,4,4,4,444,Champions,29,87.0,0,2
113950,117.0,4,22,4,5,4,454,Champions,22,66.0,0,2
